 Njbin | Nbbin | Nmumu |  Nee  | Nb/0b   | stat | MC stat | syst+ | syst- | sysKin | sysPur
 3-4  |    2     |   0.0  |0.0 | 0.0199595410377 | 0.165933328174 | 0.0 | 0.0 | 0.0 | 0.1 | 0.0766880888107
 3-4  |    2     |   1.0  |2.0 | 0.0171264857054 | 0.165933328174 | 0.0 | 0.0 | 0.0 | 0.1 | 0.0766880888107
 3-4  |    2     |   0.0  |0.0 | 0.0187009498477 | 0.165933328174 | 0.0 | 0.0 | 0.0 | 0.1 | 0.0766880888107
 3-4  |    2     |   1.0  |0.0 | 0.0196137912571 | 0.165933328174 | 0.0 | 0.0 | 0.0 | 0.1 | 0.0766880888107
 3-4  |    2     |   1.0  |0.0 | 0.0179492104799 | 0.165933328174 | 0.0 | 0.0 | 0.0 | 0.1 | 0.0766880888107
 3-4  |   >=3    |   1.0  |0.0 | 0.0025212392211 | 0.577789040832 | 0.0 | 0.0 | 0.0 | 0.2 | 0.0766880888107
 3-4  |   >=3    |   0.0  |0.0 | 0.00170949171297 | 0.577789040832 | 0.0 | 0.0 | 0.0 | 0.2 | 0.0766880888107
 3-4  |   >=3    |   0.0  |0.0 | 0.00224821502343 | 0.577789040832 | 0.0 | 0.0 | 0.0 | 0.2 | 0.0766880888107
 3-4  |   >=3    |   0.0  |0.0 | 0.00132387166377 | 0.577789040832 | 0.0 | 0.0 | 0.0 | 0.2 | 0.0766880888107
 3-4  |   >=3    |   0.0  |1.0 | 0.00206948420964 | 0.577789040832 | 0.0 | 0.0 | 0.0 | 0.2 | 0.0766880888107
 3-4  |   >=3    |   0.0  |0.0 | 0.00251470017247 | 0.577789040832 | 0.0 | 0.0 | 0.0 | 0.2 | 0.0766880888107
